time,runtime,adc_vb_f,adc_va_f,adc_vl_f,adc_ic_f,adc_il_f,t_hs,t_batt,t_amb,t_rts,charge_state,array_fault,vb_f,vb_ref,ahc_r,ahc_t,kwhc,load_state,load_fault,v_lvd,ahl_r,ahl_t,hourmeter,alarm,dip_switch,led_state,power_out,power_load,power_net,charge_net_24h,sweep_vmp,sweep_pmax,sweep_voc,vb_min_daily,vb_max_daily,ahc_daily,ahl_daily,array_fault_daily,load_fault_daily,alarm_daily,vb_min,vb_max,sensor_uptime,ping,sequence_count,timestamp,crc_errors,crc_errors_delta,crc_errors_hourly,crc_errors_daily,valid_packets,trigger_delta,trigger_rate_1min,trigger_rate_5min,trigger_rate_1hr,bytes_read,bytes_written,bytes_remaining,triggers_remaining,packets_sent,packets_dropped
2020-05-12 15:41:46.964306,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:41:55.416952,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:42:05.416950,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:42:15.417061,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:42:25.417074,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:42:35.417045,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:42:45.417217,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:42:55.416979,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:43:05.417151,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
2020-05-12 15:43:15.417136,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
2020-05-12 15:43:25.417157,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
2020-05-12 15:43:35.417106,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
2020-05-12 15:43:45.417087,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
2020-05-12 15:43:55.417099,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
2020-05-12 15:44:05.417138,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
2020-05-12 15:44:15.417124,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
2020-05-12 15:44:25.417158,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
2020-05-12 15:44:35.417109,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:44:45.417185,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:44:55.417107,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:45:05.417136,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:45:15.417144,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:45:25.417130,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:45:35.417144,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:45:45.417165,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:45:55.417128,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:46:05.417156,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:46:15.417107,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:46:25.417146,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:46:35.417113,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:46:45.417142,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:46:55.417130,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:47:05.417048,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:47:15.417139,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:47:25.417147,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:47:35.417136,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:47:45.417123,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:47:55.417161,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:48:05.417118,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:52:58.045221,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:53:08.045251,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:53:18.045251,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:53:28.045320,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:53:38.045355,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:53:48.045252,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:53:58.045403,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:54:08.045239,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:54:18.045365,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:54:28.045345,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:54:38.045343,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:54:48.045347,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:54:58.045346,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:55:08.045359,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:55:18.045357,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:55:28.045323,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:55:40.674226,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:55:50.674242,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:56:00.674226,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:56:10.674232,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:56:20.674242,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:56:30.674242,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:56:40.674252,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:56:50.674255,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:57:00.674275,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:57:10.674226,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:57:20.674256,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:57:30.674280,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:57:40.674241,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:57:50.674240,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:58:00.674223,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:58:10.674238,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:58:20.674226,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:58:30.674176,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:58:40.674223,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:58:50.674245,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:59:00.674221,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:59:10.674242,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:59:20.674220,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:59:30.674254,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:59:40.674273,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 15:59:50.674259,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:00:00.674266,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:00:10.674212,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:00:20.674224,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:00:30.674221,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:00:40.674204,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:00:50.674234,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:01:00.674237,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:01:10.674248,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:01:20.674221,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:01:30.674216,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:01:37.368240,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:01:47.368176,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:01:57.368272,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:02:07.368240,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:02:17.989566,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:02:27.989596,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:02:37.989577,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:02:47.989546,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:02:57.989241,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:03:07.989460,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:03:17.989459,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:03:27.989491,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2020-05-12 16:03:37.989507,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.66,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
