time,runtime,ping,adc_vb_f,adc_va_f,adc_vl_f,adc_ic_f,adc_il_f,t_hs,t_batt,t_amb,t_rts,charge_state,array_fault,vb_f,vb_ref,ahc_r,ahc_t,kwhc,load_state,load_fault,v_lvd,ahl_r,ahl_t,hourmeter,alarm,dip_switch,led_state,power_out,power_load,sweep_vmp,sweep_pmax,sweep_voc,vb_min_daily,vb_max_daily,ahc_daily,ahl_daily,array_fault_daily,load_fault_daily,alarm_daily,vb_min,vb_max,sensor_uptime,sequence_count,timestamp,crc_errors,crc_errors_delta,crc_errors_hourly,crc_errors_daily,valid_packets,trigger_delta,trigger_rate_1min,trigger_rate_5min,trigger_rate_1hr,bytes_read,bytes_written,bytes_remaining,triggers_remaining,packets_sent,packets_dropped
2020-01-02 00:00:07.175344,341.77,0,12.567,0.662,12.537,0.0,1.097,13.0,13.0,13.0,25.0,3.0,0.0,12.567,0.0,411.7,411.7,5.6,1.0,0.0,11.484,349.1,349.1,8593.0,1.0,1101.0,6.0,0.0,13.753,8.597,4.681,11.462,12.567,12.604,0.0,0.6,0.0,0.0,1.0,9.439,19.47,201.5,725400.0,2020-01-02 14:37:03.198000,0.0,0.0,0.0,0.0,1397.0,0.0,0.0,0.0,0.0,127.28,30.73,447.69,20349.0,0.0,0.0
2020-01-02 00:01:07.175336,341.78,0,12.567,0.656,12.537,0.0,1.094,13.0,13.0,13.0,25.0,3.0,0.0,12.567,0.0,411.7,411.7,5.6,1.0,0.0,11.484,349.1,349.1,8593.0,1.0,1101.0,6.0,0.0,13.715,8.597,4.681,11.462,12.567,12.604,0.0,0.6,0.0,0.0,1.0,9.439,19.47,201.517,725460.0,2020-01-02 14:38:03.207000,0.0,0.0,0.0,0.0,1397.0,0.0,0.0,0.0,0.0,127.29,30.73,447.69,20349.0,0.0,0.0
2020-01-02 00:02:07.175339,341.8,0,12.567,0.656,12.537,0.0,1.09,13.0,13.0,13.0,25.0,3.0,0.0,12.567,0.0,411.7,411.7,5.6,1.0,0.0,11.484,349.1,349.1,8593.0,1.0,1101.0,6.0,0.0,13.665,8.597,4.681,11.462,12.567,12.604,0.0,0.6,0.0,0.0,1.0,9.439,19.47,201.533,725520.0,2020-01-02 14:39:03.215000,0.0,0.0,0.0,0.0,1397.0,0.0,0.0,0.0,0.0,127.3,30.73,447.69,20349.0,0.0,0.0
2020-01-02 00:03:07.175346,341.82,0,12.567,0.653,12.537,0.0,1.094,13.0,13.0,13.0,25.0,3.0,0.0,12.567,0.0,411.7,411.7,5.6,1.0,0.0,11.484,349.2,349.2,8593.0,1.0,1101.0,6.0,0.0,13.715,8.597,4.681,11.462,12.567,12.604,0.0,0.7,0.0,0.0,1.0,9.439,19.47,201.55,725580.0,2020-01-02 14:40:03.224000,0.0,0.0,0.0,0.0,1397.0,0.0,0.0,0.0,0.0,127.31,30.73,447.69,20349.0,0.0,0.0
2020-01-02 00:04:07.175336,341.83,0,12.567,0.671,12.537,0.0,1.092,13.0,13.0,13.0,25.0,3.0,0.0,12.567,0.0,411.7,411.7,5.6,1.0,0.0,11.484,349.2,349.2,8594.0,1.0,1101.0,6.0,0.0,13.69,8.597,4.681,11.462,12.567,12.604,0.0,0.7,0.0,0.0,1.0,9.439,19.47,201.567,725640.0,2020-01-02 14:41:03.232000,0.0,0.0,0.0,0.0,1397.0,0.0,0.0,0.0,0.0,127.31,30.73,447.69,20349.0,0.0,0.0
2020-01-02 00:05:07.175411,341.85,0,12.567,0.671,12.537,0.0,1.092,13.0,13.0,13.0,25.0,3.0,0.0,12.567,0.0,411.7,411.7,5.6,1.0,0.0,11.484,349.2,349.2,8594.0,1.0,1101.0,6.0,0.0,13.69,8.597,4.681,11.462,12.567,12.604,0.0,0.7,0.0,0.0,1.0,9.439,19.47,201.583,725700.0,2020-01-02 14:42:03.240000,0.0,0.0,0.0,0.0,1397.0,0.0,0.0,0.0,0.0,127.32,30.73,447.69,20349.0,0.0,0.0
2020-01-02 00:06:07.175352,341.87,0,12.567,0.671,12.537,0.0,1.09,13.0,13.0,13.0,25.0,3.0,0.0,12.567,0.0,411.7,411.7,5.6,1.0,0.0,11.484,349.2,349.2,8594.0,1.0,1101.0,6.0,0.0,13.665,8.597,4.681,11.462,12.567,12.604,0.0,0.7,0.0,0.0,1.0,9.439,19.47,201.6,725760.0,2020-01-02 14:43:03.248000,0.0,0.0,0.0,0.0,1397.0,0.0,0.0,0.0,0.0,127.33,30.73,447.69,20349.0,0.0,0.0
2020-01-02 00:07:07.175340,341.88,0,12.567,0.665,12.537,0.0,1.097,13.0,13.0,13.0,25.0,3.0,0.0,12.567,0.0,411.7,411.7,5.6,1.0,0.0,11.484,349.2,349.2,8594.0,1.0,1101.0,6.0,0.0,13.753,8.597,4.681,11.462,12.567,12.604,0.0,0.7,0.0,0.0,1.0,9.439,19.47,201.617,725820.0,2020-01-02 14:44:03.256000,0.0,0.0,0.0,0.0,1397.0,0.0,0.0,0.0,0.0,127.34,30.73,447.69,20349.0,0.0,0.0
2020-01-02 00:08:07.175340,341.9,0,12.567,0.653,12.537,0.0,1.092,13.0,13.0,13.0,25.0,3.0,0.0,12.567,0.0,411.7,411.7,5.6,1.0,0.0,11.484,349.3,349.3,8594.0,1.0,1101.0,6.0,0.0,13.69,8.597,4.681,11.462,12.567,12.604,0.0,0.8,0.0,0.0,1.0,9.439,19.47,201.633,725880.0,2020-01-02 14:45:03.263000,0.0,0.0,0.0,0.0,1397.0,0.0,0.0,0.0,0.0,127.35,30.73,447.69,20349.0,0.0,0.0
2020-01-02 00:09:07.175344,341.92,0,12.567,0.656,12.537,0.0,1.092,13.0,13.0,13.0,25.0,3.0,0.0,12.567,0.0,411.7,411.7,5.6,1.0,0.0,11.484,349.3,349.3,8594.0,1.0,1101.0,6.0,0.0,13.69,8.597,4.681,11.462,12.567,12.604,0.0,0.8,0.0,0.0,1.0,9.439,19.47,201.65,725940.0,2020-01-02 14:46:03.271000,0.0,0.0,0.0,0.0,1397.0,0.0,0.0,0.0,0.0,127.35,30.73,447.69,20349.0,0.0,0.0
2020-01-02 00:10:07.175345,341.93,0,12.567,0.665,12.537,0.0,1.09,13.0,13.0,13.0,25.0,3.0,0.0,12.567,0.0,411.7,411.7,5.6,1.0,0.0,11.484,349.3,349.3,8594.0,1.0,1101.0,6.0,0.0,13.665,8.597,4.681,11.462,12.567,12.604,0.0,0.8,0.0,0.0,1.0,9.439,19.47,201.667,726000.0,2020-01-02 14:47:03.279000,0.0,0.0,0.0,0.0,1397.0,0.0,0.0,0.0,0.0,127.36,30.73,447.69,20349.0,0.0,0.0
2020-01-02 00:11:07.175363,341.95,0,12.567,0.668,12.537,0.0,1.094,13.0,13.0,13.0,25.0,3.0,0.0,12.567,0.0,411.7,411.7,5.6,1.0,0.0,11.484,349.3,349.3,8594.0,1.0,1101.0,6.0,0.0,13.715,8.597,4.681,11.462,12.564,12.604,0.0,0.8,0.0,0.0,1.0,9.439,19.47,201.683,726060.0,2020-01-02 14:48:03.287000,0.0,0.0,0.0,0.0,1397.0,0.0,0.0,0.0,0.0,127.37,30.73,447.69,20349.0,0.0,0.0
