time,runtime,ping,adc_vb_f,adc_va_f,adc_vl_f,adc_ic_f,adc_il_f,t_hs,t_batt,t_amb,t_rts,charge_state,array_fault,vb_f,vb_ref,ahc_r,ahc_t,kwhc,load_state,load_fault,v_lvd,ahl_r,ahl_t,hourmeter,alarm,dip_switch,led_state,power_out,power_load,power_net,charge_net_24h,sweep_vmp,sweep_pmax,sweep_voc,vb_min_daily,vb_max_daily,ahc_daily,ahl_daily,array_fault_daily,load_fault_daily,alarm_daily,vb_min,vb_max,sensor_uptime,sequence_count,timestamp,crc_errors,crc_errors_delta,crc_errors_hourly,crc_errors_daily,valid_packets,trigger_delta,trigger_rate_1min,trigger_rate_5min,trigger_rate_1hr,bytes_read,bytes_written,bytes_remaining,triggers_remaining,packets_sent,packets_dropped
2020-01-27 00:00:13.917633,43.8,1,12.909,0.766,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.912,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.909,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:01:13.917601,43.82,1,12.906,0.769,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.909,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.903,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:02:13.917625,43.83,1,12.903,0.775,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.906,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.066,8.859,4.514,11.813,12.903,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:03:13.917583,43.85,1,12.903,0.778,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.903,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.903,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:04:13.917627,43.87,1,12.903,0.778,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.903,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.903,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:05:13.917595,43.88,1,12.9,0.781,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.903,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.9,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:06:13.917622,43.9,1,12.897,0.784,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.9,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.897,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:07:13.917623,43.92,1,12.897,0.784,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.897,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.066,8.859,4.514,11.813,12.897,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:08:13.917627,43.93,1,12.897,0.781,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.897,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.066,8.859,4.514,11.813,12.897,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:09:13.917922,43.95,1,12.897,0.769,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.897,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.066,8.859,4.514,11.813,12.897,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:10:13.917647,43.97,1,12.897,0.763,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.897,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.066,8.859,4.514,11.813,12.897,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:11:13.917608,43.98,1,12.894,0.76,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.897,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.066,8.859,4.514,11.813,12.897,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:12:13.917627,44.0,1,12.894,0.76,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.897,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.066,8.859,4.514,11.813,12.897,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:13:13.917602,44.02,1,12.897,0.757,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.897,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.897,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:14:13.917618,44.03,1,12.897,0.763,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.897,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.894,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:15:13.917623,44.05,1,12.894,0.76,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.897,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.894,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:16:13.917607,44.07,1,12.894,0.76,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.894,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.891,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:17:13.917615,44.08,1,12.888,0.763,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.891,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.066,8.859,4.514,11.813,12.888,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:18:13.917614,44.1,1,12.888,0.757,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.888,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.888,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:19:13.917645,44.12,1,12.885,0.757,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.885,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.066,8.859,4.514,11.813,12.881,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:20:13.917622,44.13,1,12.881,0.757,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.881,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.881,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:21:13.917622,44.15,1,12.881,0.757,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.881,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.066,8.859,4.514,11.813,12.881,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:22:13.917622,44.17,1,12.881,0.757,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.881,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.066,8.859,4.514,11.813,12.881,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:23:13.917623,44.18,1,12.881,0.76,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.881,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.881,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:24:13.917618,44.2,1,12.881,0.766,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.881,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.881,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:25:13.917621,44.22,1,12.881,0.781,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.881,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.881,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:26:13.917618,44.23,1,12.878,0.787,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.881,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.066,8.859,4.514,11.813,12.881,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:27:13.917631,44.25,1,12.878,0.784,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.881,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.066,8.859,4.514,11.813,12.881,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:28:13.917617,44.27,1,12.878,0.787,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.881,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.881,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:29:13.917641,44.28,1,12.878,0.79,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.881,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.881,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:30:13.917627,44.3,1,12.878,0.797,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.881,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.066,8.859,4.514,11.813,12.881,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:31:13.917624,44.32,1,12.878,0.809,0.0,0.002,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.881,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.113,8.859,4.514,11.813,12.881,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:32:13.917632,44.33,1,12.878,0.824,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.881,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9175.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.066,8.859,4.514,11.813,12.878,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:33:13.917620,44.35,1,12.878,0.827,0.0,0.002,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.881,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9176.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.066,8.859,4.514,11.813,12.878,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
2020-01-27 00:34:13.917614,44.37,1,12.878,0.836,0.0,0.0,0.0,12.0,12.0,12.0,25.0,3.0,0.0,12.881,0.0,792.3,792.3,10.8,5.0,0.0,11.499,662.7,662.7,9176.0,1.0,1101.0,11.0,0.0,0.0,-2.8,-36.066,8.859,4.514,11.813,12.878,12.912,0.0,0.0,0.0,0.0,1,9.369,21.057,,,,,,,,,,,,,,,,,,
