time,runtime,ping,adc_vb_f,adc_va_f,adc_vl_f,adc_ic_f,adc_il_f,t_hs,t_batt,t_amb,t_rts,charge_state,array_fault,vb_f,vb_ref,ahc_r,ahc_t,kwhc,load_state,load_fault,v_lvd,ahl_r,ahl_t,hourmeter,alarm,dip_switch,led_state,power_out,power_load,power_net,charge_net_24h,sweep_vmp,sweep_pmax,sweep_voc,vb_min_daily,vb_max_daily,ahc_daily,ahl_daily,array_fault_daily,load_fault_daily,alarm_daily,vb_min,vb_max,sensor_uptime,sequence_count,timestamp,crc_errors,crc_errors_delta,crc_errors_hourly,crc_errors_daily,valid_packets,trigger_delta,trigger_rate_1min,trigger_rate_5min,trigger_rate_1hr,bytes_read,bytes_written,bytes_remaining,triggers_remaining,packets_sent,packets_dropped
2020-01-01 00:00:07.175367,317.77,0,12.567,0.644,12.537,0.0,1.09,11.0,12.0,12.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,324.8,324.8,8569.0,1.0,1101.0,6.0,0.0,13.665,-16.465,75.256,8.084,8.591,10.782,12.564,12.592,0.0,0.4,0.0,0.0,1,9.439,19.47,177.503,639012.0,2020-01-01 14:37:03.299000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.033,115.43,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:01:07.175340,317.78,0,12.567,0.641,12.537,0.0,1.09,11.0,12.0,12.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,324.9,324.9,8569.0,1.0,1101.0,6.0,0.0,13.665,-16.465,75.257,8.084,8.591,10.782,12.564,12.592,0.0,0.5,0.0,0.0,1,9.439,19.47,177.52,639072.0,2020-01-01 14:38:03.307000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.033,115.44,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:02:07.175342,317.8,0,12.567,0.644,12.537,0.0,1.094,11.0,12.0,12.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,324.9,324.9,8569.0,1.0,1101.0,6.0,0.0,13.715,-16.515,75.532,8.084,8.591,10.782,12.564,12.592,0.0,0.5,0.0,0.0,1,9.439,19.47,177.537,639132.0,2020-01-01 14:39:03.315000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.033,115.45,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:03:07.175353,317.82,0,12.567,0.65,12.537,0.0,1.092,11.0,12.0,12.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,324.9,324.9,8569.0,1.0,1101.0,6.0,0.0,13.69,-16.49,75.535,8.084,8.591,10.782,12.564,12.592,0.0,0.5,0.0,0.0,1,9.439,19.47,177.553,639192.0,2020-01-01 14:40:03.322000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.033,115.46,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:04:07.175338,317.83,0,12.567,0.644,12.537,0.0,1.09,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,324.9,324.9,8570.0,1.0,1101.0,6.0,0.0,13.665,-16.465,75.541,8.084,8.591,10.782,12.564,12.592,0.0,0.5,0.0,0.0,1,9.439,19.47,177.57,639252.0,2020-01-01 14:41:03.330000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.033,115.47,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:05:07.175380,317.85,0,12.567,0.641,12.537,0.0,1.09,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,324.9,324.9,8570.0,1.0,1101.0,6.0,0.0,13.665,-16.465,75.266,8.084,8.591,10.782,12.564,12.592,0.0,0.5,0.0,0.0,1,9.439,19.47,177.587,639312.0,2020-01-01 14:42:03.338000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.017,115.47,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:06:07.175351,317.87,0,12.567,0.641,12.537,0.0,1.09,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.0,325.0,8570.0,1.0,1101.0,6.0,0.0,13.665,-16.465,75.543,8.084,8.591,10.782,12.564,12.592,0.0,0.6,0.0,0.0,1,9.439,19.47,177.603,639372.0,2020-01-01 14:43:03.347000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.017,115.48,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:07:07.175343,317.88,0,12.567,0.641,12.537,0.0,1.09,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.0,325.0,8570.0,1.0,1101.0,6.0,0.0,13.665,-16.465,75.269,8.084,8.591,10.782,12.564,12.592,0.0,0.6,0.0,0.0,1,9.439,19.47,177.62,639432.0,2020-01-01 14:44:03.355000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.017,115.49,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:08:07.175345,317.9,0,12.567,0.641,12.537,0.0,1.09,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.0,325.0,8570.0,1.0,1101.0,6.0,0.0,13.665,-16.465,75.544,8.084,8.591,10.782,12.564,12.592,0.0,0.6,0.0,0.0,1,9.439,19.47,177.637,639492.0,2020-01-01 14:45:03.363000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.017,115.5,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:09:07.175346,317.92,0,12.567,0.647,12.537,0.0,1.094,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.0,325.0,8570.0,1.0,1101.0,6.0,0.0,13.715,-16.515,75.543,8.084,8.591,10.782,12.564,12.592,0.0,0.6,0.0,0.0,1,9.439,19.47,177.653,639552.0,2020-01-01 14:46:03.371000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,115.51,30.4,448.02,20364.0,0.0,0.0
