time,runtime,ping,adc_vb_f,adc_va_f,adc_vl_f,adc_ic_f,adc_il_f,t_hs,t_batt,t_amb,t_rts,charge_state,array_fault,vb_f,vb_ref,ahc_r,ahc_t,kwhc,load_state,load_fault,v_lvd,ahl_r,ahl_t,hourmeter,alarm,dip_switch,led_state,power_out,power_load,sweep_vmp,sweep_pmax,sweep_voc,vb_min_daily,vb_max_daily,ahc_daily,ahl_daily,array_fault_daily,load_fault_daily,alarm_daily,vb_min,vb_max,sensor_uptime,sequence_count,timestamp,crc_errors,crc_errors_delta,crc_errors_hourly,crc_errors_daily,valid_packets,trigger_delta,trigger_rate_1min,trigger_rate_5min,trigger_rate_1hr,bytes_read,bytes_written,bytes_remaining,triggers_remaining,packets_sent,packets_dropped
2020-01-01 00:00:07.175367,317.77,0,12.567,0.644,12.537,0.0,1.09,11.0,12.0,12.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,324.8,324.8,8569.0,1.0,1101.0,6.0,0.0,13.665,8.084,8.591,10.782,12.564,12.592,0.0,0.4,0.0,0.0,1.0,9.439,19.47,177.503,639012.0,2020-01-01 14:37:03.299000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.033,115.43,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:01:07.175340,317.78,0,12.567,0.641,12.537,0.0,1.09,11.0,12.0,12.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,324.9,324.9,8569.0,1.0,1101.0,6.0,0.0,13.665,8.084,8.591,10.782,12.564,12.592,0.0,0.5,0.0,0.0,1.0,9.439,19.47,177.52,639072.0,2020-01-01 14:38:03.307000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.033,115.44,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:02:07.175342,317.8,0,12.567,0.644,12.537,0.0,1.094,11.0,12.0,12.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,324.9,324.9,8569.0,1.0,1101.0,6.0,0.0,13.715,8.084,8.591,10.782,12.564,12.592,0.0,0.5,0.0,0.0,1.0,9.439,19.47,177.537,639132.0,2020-01-01 14:39:03.315000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.033,115.45,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:03:07.175353,317.82,0,12.567,0.65,12.537,0.0,1.092,11.0,12.0,12.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,324.9,324.9,8569.0,1.0,1101.0,6.0,0.0,13.69,8.084,8.591,10.782,12.564,12.592,0.0,0.5,0.0,0.0,1.0,9.439,19.47,177.553,639192.0,2020-01-01 14:40:03.322000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.033,115.46,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:04:07.175338,317.83,0,12.567,0.644,12.537,0.0,1.09,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,324.9,324.9,8570.0,1.0,1101.0,6.0,0.0,13.665,8.084,8.591,10.782,12.564,12.592,0.0,0.5,0.0,0.0,1.0,9.439,19.47,177.57,639252.0,2020-01-01 14:41:03.330000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.033,115.47,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:05:07.175380,317.85,0,12.567,0.641,12.537,0.0,1.09,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,324.9,324.9,8570.0,1.0,1101.0,6.0,0.0,13.665,8.084,8.591,10.782,12.564,12.592,0.0,0.5,0.0,0.0,1.0,9.439,19.47,177.587,639312.0,2020-01-01 14:42:03.338000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.017,115.47,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:06:07.175351,317.87,0,12.567,0.641,12.537,0.0,1.09,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.0,325.0,8570.0,1.0,1101.0,6.0,0.0,13.665,8.084,8.591,10.782,12.564,12.592,0.0,0.6,0.0,0.0,1.0,9.439,19.47,177.603,639372.0,2020-01-01 14:43:03.347000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.017,115.48,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:07:07.175343,317.88,0,12.567,0.641,12.537,0.0,1.09,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.0,325.0,8570.0,1.0,1101.0,6.0,0.0,13.665,8.084,8.591,10.782,12.564,12.592,0.0,0.6,0.0,0.0,1.0,9.439,19.47,177.62,639432.0,2020-01-01 14:44:03.355000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.017,115.49,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:08:07.175345,317.9,0,12.567,0.641,12.537,0.0,1.09,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.0,325.0,8570.0,1.0,1101.0,6.0,0.0,13.665,8.084,8.591,10.782,12.564,12.592,0.0,0.6,0.0,0.0,1.0,9.439,19.47,177.637,639492.0,2020-01-01 14:45:03.363000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.017,115.5,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:09:07.175346,317.92,0,12.567,0.647,12.537,0.0,1.094,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.0,325.0,8570.0,1.0,1101.0,6.0,0.0,13.715,8.084,8.591,10.782,12.564,12.592,0.0,0.6,0.0,0.0,1.0,9.439,19.47,177.653,639552.0,2020-01-01 14:46:03.371000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,115.51,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:10:07.175345,317.93,0,12.567,0.647,12.537,0.0,1.092,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.0,325.0,8570.0,1.0,1101.0,6.0,0.0,13.69,8.084,8.591,10.782,12.564,12.592,0.0,0.6,0.0,0.0,1.0,9.439,19.47,177.67,639612.0,2020-01-01 14:47:03.379000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,115.51,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:11:07.175337,317.95,0,12.567,0.641,12.537,0.0,1.09,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.0,325.0,8570.0,1.0,1101.0,6.0,0.0,13.665,8.084,8.591,10.782,12.564,12.592,0.0,0.6,0.0,0.0,1.0,9.439,19.47,177.687,639672.0,2020-01-01 14:48:03.387000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,115.52,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:12:07.175345,317.97,0,12.567,0.641,12.537,0.0,1.092,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.1,325.1,8570.0,1.0,1101.0,6.0,0.0,13.69,8.084,8.591,10.782,12.564,12.592,0.0,0.7,0.0,0.0,1.0,9.439,19.47,177.703,639732.0,2020-01-01 14:49:03.395000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,115.53,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:13:07.175349,317.98,0,12.567,0.641,12.537,0.0,1.092,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.1,325.1,8570.0,1.0,1101.0,6.0,0.0,13.69,8.084,8.591,10.782,12.564,12.592,0.0,0.7,0.0,0.0,1.0,9.439,19.47,177.72,639792.0,2020-01-01 14:50:03.403000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,115.54,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:14:07.175347,318.0,0,12.567,0.641,12.537,0.0,1.09,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.1,325.1,8570.0,1.0,1101.0,6.0,0.0,13.665,8.084,8.591,10.782,12.564,12.592,0.0,0.7,0.0,0.0,1.0,9.439,19.47,177.737,639852.0,2020-01-01 14:51:03.411000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,115.55,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:15:07.175370,318.02,0,12.567,0.647,12.537,0.002,1.092,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.1,325.1,8570.0,1.0,1101.0,6.0,0.0,13.69,8.084,8.591,10.782,12.564,12.592,0.0,0.7,0.0,0.0,1.0,9.439,19.47,177.753,639912.0,2020-01-01 14:52:03.419000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,115.55,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:16:07.175354,318.03,0,12.567,0.641,12.537,0.0,1.097,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.1,325.1,8570.0,1.0,1101.0,6.0,0.0,13.753,8.084,8.591,10.782,12.564,12.592,0.0,0.7,0.0,0.0,1.0,9.439,19.47,177.77,639972.0,2020-01-01 14:53:03.427000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,115.56,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:17:07.175352,318.05,0,12.567,0.644,12.537,0.002,1.092,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.2,325.2,8570.0,1.0,1101.0,6.0,0.0,13.69,8.084,8.591,10.782,12.564,12.592,0.0,0.8,0.0,0.0,1.0,9.439,19.47,177.787,640032.0,2020-01-01 14:54:03.436000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,115.57,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:18:07.175345,318.07,0,12.567,0.644,12.537,0.0,1.092,11.0,11.0,11.0,25.0,3.0,0.0,12.567,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.2,325.2,8570.0,1.0,1101.0,6.0,0.0,13.69,8.084,8.591,10.782,12.561,12.592,0.0,0.8,0.0,0.0,1.0,9.439,19.47,177.803,640092.0,2020-01-01 14:55:03.445000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,115.58,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:19:07.175349,318.08,0,12.564,0.641,12.537,0.0,1.092,11.0,11.0,11.0,25.0,3.0,0.0,12.564,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.2,325.2,8570.0,1.0,1101.0,6.0,0.0,13.69,8.084,8.591,10.782,12.561,12.592,0.0,0.8,0.0,0.0,1.0,9.439,19.47,177.82,640152.0,2020-01-01 14:56:03.453000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,115.59,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:20:07.175344,318.1,0,12.558,0.641,12.537,0.0,1.094,11.0,11.0,11.0,25.0,3.0,0.0,12.561,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.2,325.2,8570.0,1.0,1101.0,6.0,0.0,13.715,8.084,8.591,10.782,12.558,12.592,0.0,0.8,0.0,0.0,1.0,9.439,19.47,177.837,640212.0,2020-01-01 14:57:03.461000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,115.59,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:21:07.175342,318.12,0,12.555,0.641,12.537,0.0,1.092,11.0,11.0,11.0,25.0,3.0,0.0,12.558,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.2,325.2,8570.0,1.0,1101.0,6.0,0.0,13.69,8.084,8.591,10.782,12.552,12.592,0.0,0.8,0.0,0.0,1.0,9.439,19.47,177.853,640272.0,2020-01-01 14:58:03.469000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,115.6,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:22:07.175347,318.13,0,12.552,0.641,12.537,0.0,1.092,10.0,11.0,11.0,25.0,3.0,0.0,12.555,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.2,325.2,8570.0,1.0,1101.0,6.0,0.0,13.69,8.084,8.591,10.782,12.552,12.592,0.0,0.8,0.0,0.0,1.0,9.439,19.47,177.87,640332.0,2020-01-01 14:59:03.476000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,115.61,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:23:07.175344,318.15,0,12.549,0.641,12.537,0.0,1.092,10.0,11.0,11.0,25.0,3.0,0.0,12.552,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.3,325.3,8570.0,1.0,1101.0,6.0,0.0,13.69,8.084,8.591,10.782,12.549,12.592,0.0,0.9,0.0,0.0,1.0,9.439,19.47,177.887,640392.0,2020-01-01 15:00:03.484000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,115.62,30.4,448.02,20364.0,0.0,0.0
2020-01-01 00:24:07.175342,318.17,0,12.552,0.644,12.537,0.0,1.092,10.0,11.0,11.0,25.0,3.0,0.0,12.552,0.0,381.2,381.2,5.2,1.0,0.0,11.484,325.3,325.3,8570.0,1.0,1101.0,6.0,0.0,13.69,8.084,8.591,10.782,12.549,12.592,0.0,0.9,0.0,0.0,1.0,9.439,19.47,177.903,640452.0,2020-01-01 15:01:03.492000,0.0,0.0,0.0,0.0,1382.0,0.0,0.0,0.0,0.0,115.63,30.4,448.02,20364.0,0.0,0.0
